Job,Position,Data
Cutting Master,Tailor,"


Hasthampatti

₹ 5,000 to ₹ 10,000

4 Years to 5 Years


12th Standard
Full Time (Day)




Any Gender

English,Tamil
Tamil
2 Opening (s)




Pattern cutting, Segment-Boutique




Job Description
 




Required Pattern cutting,Segment-Boutique 








 CALL NOW













"
Driver Job in Palam Airport Delhi,Driver,"


Palam Airport

₹ 16,000 to ₹ 23,000

6 Months to 1 Year


Below 10th Standard
Any Timing




Any Gender

Hindi,English
Hindi,English
15 Opening (s)




Vehicle-Luxury car , Vehicle-Automatic car , Vehicle-Manual car 




Job Description
 




REquired Vehicle-Luxury car ,Vehicle-Automatic car ,Vehicle- 









 APPLY NOW












"
Designer job in Noida sec. 135 Noida,Designer,"


Noida sec. 135

₹ 15,000 to ₹ 26,000

1 Year to 4 Years


Graduation - Any Stream
Full Time (Day)


Male



English,Hindi
English,Hindi
1 Opening (s)




Design,  Tool




Job Description
 




Required Design, Tool 








 CALL NOW













"
Sales / Marketing job in Paschim Vihar Delhi,Sales / Marketing,"


Paschim Vihar

₹ 11,000 to ₹ 16,000

6 Months to 2 Years


Graduation - Any Stream
Full Time (Day)


Male



English,Hindi
English,Hindi
2 Opening (s)




Field Sales,  Door to door,  Basics of computer,  Good communication,  Good confidence level




Job Description
 




Required Field Sales, Door to door, Basics of computer, Good communication, Good confidence level 









 APPLY NOW












"
Tailor Job in Rohini Sector-7 Delhi,Tailor,"


Rohini Sector-7

₹ 10,000 to ₹ 30,000

1.5 Years to 7 Years


Below 10th Standard
Any Timing




Any Gender

Hindi
Hindi,Urdu,English
2 Opening (s)




Pattern cutting, Ironing, Style-Indian, Style-Western, Style-Contemporary, Segment-ladies, Segment-Kids, Segment-Boutique




Job Description
 




Required Pattern cutting,Ironing,Style-Indian,Style-Western,Style-Contemporary,Segment-ladies,Segment-Kids,Segment-Boutique 







 APPLY NOW














"
Business Analyst / Data Analyst job in Latur Latur,Business Analyst / Data Analyst,"


Latur

₹ 11,000 to ₹ 18,000






Fresher


B.Sc
Part Time (Morning)




Any Gender

Marathi,English,Hindi
Marathi,English,Hindi
35 Opening (s)




Basics of computer




Job Description
 




Required Basics of computer 








 CALL NOW













"
Business Analyst / Data Analyst job in Latur Latur,Business Analyst / Data Analyst,"


Latur

₹ 11,000 to ₹ 18,000






Fresher


12th Standard
Part Time (Morning)




Any Gender

English,Hindi,Marathi
Marathi
30 Opening (s)




Basics of computer




Job Description
 




Required Others - Brand promoter  








 CALL NOW













"
DTP Operator / Print Consultant job in Vishnunagar Thane,DTP Operator / Print Consultant,"


Vishnunagar

₹ 5,000 to ₹ 12,000

6 Months to 2 Years


10th Standard
Full Time (Day)




Any Gender

English,Hindi,Marathi
Marathi
2 Opening (s)




Corel draw,  Photoshop




Job Description
 




Required Corel draw, Photoshop 








 CALL NOW













"
Office Boy / Peon  job in Goregaon East Mumbai,Office Boy / Peon ,"


Goregaon East

₹ 5,000 to ₹ 9,000

6 Months to 1 Year


10th Standard
Full Time (Day)


Male



English,Hindi
English,Hindi
2 Opening (s)




Pantry work,  Filing documents,  Cleaning & dusting,  Basics of computer,  Can operate




Job Description
 




Required Pantry work, Filing documents, Cleaning & dusting, Basics of computer, Can operate 









 APPLY NOW












"
House Help,Maid / Servant,"


Saharanpur

₹ 5,000 to ₹ 10,000

6 Months to 1 Year


10th Standard
Full Time (Night)



Female


Hindi
Hindi
1 Opening (s)




Bathroom cleaning,  Kitchen cleaning,  Cooking foods




Job Description
 




Required Bathroom cleaning, Kitchen cleaning, Cooking foods 








 CALL NOW













"
Maid / Servant job in C-4 Janak puri Delhi,Maid / Servant,"


C-4 Janak puri

₹ 5,000 to ₹ 10,000

6 Months to 1 Year


Below 10th Standard
Part Time (Afternoon)



Female


Hindi
Hindi
1 Opening (s)




Sweeping & Moping,  Kitchen cleaning,  Bathroom cleaning,  Cooking foods,  Positive attitude,  Good communication




Job Description
 




Required Sweeping & Moping, Kitchen cleaning, Bathroom cleaning, Cooking foods, Positive attitude, Good communication 








 CALL NOW













"
Office Assistant / Clerk / Back Office job in Sector 60 chandigarh Mohali,Office Assistant / Clerk / Back Office,"


Sector 60 chandigarh, Sector 71 chandigarh

₹ 25,000 to ₹ 38,000






Fresher


12th Standard
Any Timing



Female


English,Hindi
English,Hindi
1 Opening (s)




Basics of computer,  Email writing & Etiquette




Job Description
 




Required Basics of computer, Email writing & Etiquette 









 APPLY NOW












"
Digital Marketing job in Humayunnagar Hyderabad,Digital Marketing,"


Humayunnagar

₹ 5,000 to ₹ 30,000






Fresher


12th Standard
Full Time (Day)




Any Gender

English
English,Hindi
50 Opening (s)




Marketing Platform




Job Description
 




Required Marketing Platform 








 CALL NOW













"
Office Assistant / Clerk / Back Office job in Ghaziabad Ghaziabad,Office Assistant / Clerk / Back Office,"


Ghaziabad, Mohan Nagar, Brij bihar, Indirapuram

₹ 14,000 to ₹ 26,000






Fresher


12th Standard
Full Time (Day)




Any Gender

English,Hindi
English,Hindi
50 Opening (s)




Basics of computer




Job Description
 




Urgent requirement of boys and girls
Location-Lucknow
Salary-14-27k
Official staff-- Frontend and Backend Work
Interested per 









 APPLY NOW












"
Maid / Servant job in Lajpat Nagar Delhi,Maid / Servant,"


Lajpat Nagar

₹ 5,000 to ₹ 10,000






Fresher


10th Standard
Full Time (Night)



Female


English,Hindi
Hindi
1 Opening (s)




Sweeping & Moping,  Bathroom cleaning,  Well Mannered,  Kitchen cleaning,  Vaccum cleaner handling,  Moping machine handling,  Cooking foods,  Punctual,  Time management,  Positive attitude,  Good communication




Job Description
 




Required Sweeping & Moping, Bathroom cleaning, Well Mannered, Kitchen cleaning, Vaccum cleaner handling, Moping machine handling, Cooking foods, Punctual, Time management, Positive attitude, Good communication 








 CALL NOW













"
Receptionist / Front Office Job in Paschim Vihar DELHI,Receptionist / Front Office,"


Paschim Vihar

₹ 10,000 to ₹ 15,000

1 Year to 1.5 Years


B.A.
Full Time (Day)



Female


Hindi,English
Hindi,English
1 Opening (s)




Good communication, Basics of computer, Incoming call handling, Email writing & Etiquette




Job Description
 




Required Good communication,Basics of computer,Incoming call handling,Email writing & Etiquette 









 APPLY NOW












"
Content Writer/ Auditor,BPO / Data Entry / Computer Operator,"


Kirti nagar

₹ 20,000 to ₹ 30,000






Fresher


Post Graduate - Any Stream
Full Time (Day)




Any Gender

Hindi,English,Kannada,Tamil
Hindi,English,Kannada,Tamil
10 Opening (s)




Non voice, Basics of computer, Good communication, Typing speed-below 30 word / minute




Job Description
 




Required Non voice,Basics of computer,Good communication,Typing speed-below 30 word / minute 









 APPLY NOW












"
Technician job in Indirapuram Ghaziabad,Technician,"


Indirapuram

₹ 5,000 to ₹ 14,000

6 Months to 2.5 Years


10th Standard
Full Time (Day)


Male



Hindi
Hindi
5 Opening (s)




Appliances




Job Description
 




Required Appliances 








 CALL NOW













"
Driver job in Connaught Place Delhi,Driver,"


Connaught Place, Rohini, Pitampura, Uttam Nagar, Delhi Cantt

₹ 5,000 to ₹ 15,000

6 Months to 1 Year


10th Standard
Full Time (Day)


Male



Hindi
Hindi
15 Opening (s)




Segment




Job Description
 




Required Segment 









 APPLY NOW












"
Counsellor job in Laxmi Nagar Delhi,Counsellor,"


Laxmi Nagar, Janakpuri D- Block, durka, Rohini, Uttam Nagar

₹ 5,000 to ₹ 19,000






Fresher


12th Standard
Full Time (Day)



Female


English,Hindi
English,Hindi
35 Opening (s)




Good communication,  Basics of computer,  Email writing & Etiquette,  Detail oriented




Job Description
 




Required Good communication, Basics of computer, Email writing & Etiquette, Detail oriented 








 CALL NOW













"
BPO / Data Entry / Computer Operator job in Laxmi Nagar Delhi,BPO / Data Entry / Computer Operator,"


Karol bagh, Laxmi Nagar, Moti nagar, Model Town i, Rani Bagh

₹ 5,000 to ₹ 15,000






Fresher


10th Standard
Full Time (Day)



Female


English,Hindi
English,Hindi
35 Opening (s)




Domestic,  International,  Inbound,  Outbound,  Non voice,  Voice,  Telesales,  Technical support,  Non technical support,  Customer support,  Basics of computer,  MS Excel,  Analytical ability,  Good communication,  Proofreading,  Quality assurance,  Typing speed,  Email writing & Etiquette




Job Description
 




Required Domestic, International, Inbound, Outbound, Non voice, Voice, Telesales, Technical support, Non technical support, Customer support, Basics of computer, MS Excel, Analytical ability, Good communication, Proofreading, Quality assurance, Typing speed, Email writing & Etiquette 









 APPLY NOW












"
Counsellor job in Moti nagar Delhi,Counsellor,"


Moti nagar, Burari, Patiala House, Chandni Chowk, Laxmi Nagar

₹ 5,000 to ₹ 35,000

6 Months to 1 Year


12th Standard
Full Time (Day)



Female


English,Hindi
English,Hindi
30 Opening (s)




Good communication,  Basics of computer,  Email writing & Etiquette,  Detail oriented




Job Description
 




Required Good communication, Basics of computer, Email writing & Etiquette, Detail oriented 








 CALL NOW













"
Data Collection / Survey job in Rohini Delhi,Data Collection / Survey,"


Vikash puri, Moti nagar, Pitampura, Karol Bagh, Patiala House

₹ 10,000 to ₹ 25,000






Fresher


12th Standard
Full Time (Day)


Male



English,Hindi
English,Hindi
15 Opening (s)




Data collection,  Basics of computer




Job Description
 




Required Data collection, Basics of computer 








 CALL NOW













"
Delivery / Field job in Pitampura Delhi,Delivery / Field,"


Pitampura

₹ 5,000 to ₹ 25,000






Fresher


10th Standard
Full Time (Day)


Male



English,Hindi
Hindi
30 Opening (s)




Delivery




Job Description
 




Required Delivery 









 APPLY NOW












"
Logistics,Data Collection / Survey,"


maruti udyog

₹ 10,000 to ₹ 13,000






Fresher


12th Standard
Full Time (Day)



Female


English,Hindi
English,Hindi
4 Opening (s)




Basics of computer,  MS Excel,  Email writing & Etiquette




Job Description
 




Required Basics of computer, MS Excel, Email writing & Etiquette 








 CALL NOW













"
BPO / Data Entry / Computer Operator job in Moti nagar Delhi,BPO / Data Entry / Computer Operator,"


Moti nagar, Rohini Sec-22, Pitampura, Karol Bagh, Uttam Nagar

₹ 5,000 to ₹ 25,000






Fresher


Below 10th Standard
Full Time (Day)



Female


English,Hindi
English,Hindi
25 Opening (s)




Domestic,  International,  Inbound,  Outbound,  Non voice,  Voice,  Telesales,  Technical support,  Non technical support,  Customer support,  Basics of computer,  MS Excel,  Analytical ability,  Good communication,  Proofreading,  Quality assurance,  Typing speed,  Email writing & Etiquette




Job Description
 




Required Domestic, International, Inbound, Outbound, Non voice, Voice, Telesales, Technical support, Non technical support, Customer support, Basics of computer, MS Excel, Analytical ability, Good communication, Proofreading, Quality assurance, Typing speed, Email writing & Etiquette 









 APPLY NOW












"
HR / Administrator job in Pitampura Delhi,HR / Administrator,"


Pitampura, Rani Bagh, Model Town i, Delhi University, Azadpur

₹ 5,000 to ₹ 20,000






Fresher


12th Standard
Full Time (Day)



Female


English,Hindi
English,Hindi
5 Opening (s)




Basics of computer




Job Description
 




Required Basics of computer 








 CALL NOW













"
Delivery / Field job in Karol Bagh Delhi,Delivery / Field,"


Karol Bagh, Uttam Nagar, Pitampura, Azadpur, Burari

₹ 12,000 to ₹ 23,000






Fresher


12th Standard
Full Time (Day)


Male



English,Hindi
English,Hindi
25 Opening (s)




Delivery,  Collection




Job Description
 




Required Delivery, Collection 









 APPLY NOW












"
BPO / Data Entry / Computer Operator job in Connaught Place Delhi,BPO / Data Entry / Computer Operator,"


pritum pura, Laxmi Nagar

₹ 5,000 to ₹ 26,000






Fresher


12th Standard
Full Time (Day)



Female


English,Hindi
English,Hindi
25 Opening (s)




Domestic,  International,  Inbound,  Outbound,  Non voice,  Voice,  Telesales,  Technical support,  Non technical support,  Customer support,  Basics of computer,  MS Excel,  Analytical ability,  Good communication,  Proofreading,  Quality assurance,  Email writing & Etiquette,  Typing speed




Job Description
 




Required Domestic, International, Inbound, Outbound, Non voice, Voice, Telesales, Technical support, Non technical support, Customer support, Basics of computer, MS Excel, Analytical ability, Good communication, Proofreading, Quality assurance, Email writing & Etiquette, Typing speed 









 APPLY NOW












"
Beautician / Salon job in Pitampura Delhi,Beautician / Salon,"


Pitampura, Model Town i, Burari, Azadpur, Delhi University

₹ 9,000 to ₹ 21,000






Fresher


12th Standard
Full Time (Day)



Female


English,Hindi
English,Hindi
15 Opening (s)




Hair cutting,  Hair styling,  Makeup,  Manicure,  Massage,  Facial




Job Description
 




Required Hair cutting, Hair styling, Makeup, Manicure, Massage, Facial 








 CALL NOW













"
BPO / Data Entry / Computer Operator job in Pitampura Delhi,BPO / Data Entry / Computer Operator,"


Pitampura, Connaught Place, Tilak Nagar, Moti nagar, Model Town i

₹ 10,000 to ₹ 25,000






Fresher


12th Standard
Full Time (Day)


Male



English,Hindi
English,Hindi
25 Opening (s)




Domestic,  International,  Inbound,  Outbound,  Non voice,  Voice,  Telesales,  Technical support,  Non technical support,  Customer support,  Basics of computer




Job Description
 




Required Domestic, International, Inbound, Outbound, Non voice, Voice, Telesales, Technical support, Non technical support, Customer support, Basics of computer 









 APPLY NOW












"
"Part Time, Full Time And Home Based Internet Work",Digital Marketing,"


C schme

₹ 5,000 to ₹ 10,000






Fresher


12th Standard
Part Time (Morning)




Any Gender

Hindi,English
Hindi,English
30 Opening (s)




Marketing Platform-Google AdSense




Job Description
 




Required Marketing Platform-Google AdSense 








 CALL NOW













"
Accountant job in Vijayanagar Bengaluru,Accountant,"


Vijayanagar

₹ 5,000 to ₹ 10,000

6 Months to 1 Year


12th Standard
Full Time (Day)



Female


English
Kannada,English
2 Opening (s)




Book keeping,  Billing & Collection,  Software




Job Description
 




Required Software, Book keeping, Billing & Collection 









 APPLY NOW












"
Beautician / Salon job in J-6 Rajouri garden Delhi,Beautician / Salon,"


J-6 Rajouri garden

₹ 5,000 to ₹ 10,000






Fresher


Below 10th Standard
Any Timing



Female


Hindi
Hindi
5 Opening (s)




Massage




Job Description
 




Required Massage 








 CALL NOW













"
Official Work,Office Assistant / Clerk / Back Office,"


palam vihar

₹ 14,000 to ₹ 26,000






Fresher


10th Standard
Full Time (Day)




Any Gender

Hindi
Punjabi,English,Hindi
20 Opening (s)




Cash & Bank handling,  Basic book keeping,  Basics of computer,  Filing documents,  MIS preparation,  Inventory Management,  Email writing & Etiquette,  Can operate,  Communication centre




Job Description
 




Required Others - online selling work in office 









 APPLY NOW












"
